Reading in data from ../common/square.input
Number of particles: 225
Number of vertices: 4
xmin -7.5 xmax 7.5
ymin -7.5 ymax 7.5
Found 225 particles with maximum number of 4 vertices
Created simulation cell 15.0 by 15.0


Starting ACO with 32 ants 8 threads  alpha=1.0 beta=2.0 evap=0.9
Step 350/10000 best energy 664.0 ant 7 missing vert 0.0
Step 351/10000 best energy 743.0 ant 4 missing vert 0.0
Step 352/10000 best energy 690.0 ant 31 missing vert 0.0
Step 353/10000 best energy 725.0 ant 3 missing vert 0.0
Step 354/10000 best energy 713.0 ant 22 missing vert 0.0
Step 355/10000 best energy 657.0 ant 10 missing vert 0.0
Step 356/10000 best energy 697.0 ant 18 missing vert 0.0
Step 357/10000 best energy 713.0 ant 3 missing vert 0.0
Step 358/10000 best energy 667.0 ant 21 missing vert 0.0
Step 359/10000 best energy 706.0 ant 13 missing vert 0.0
Step 360/10000 best energy 690.0 ant 23 missing vert 0.0
Step 361/10000 best energy 752.0 ant 5 missing vert 0.0
Step 362/10000 best energy 684.0 ant 13 missing vert 0.0
Step 363/10000 best energy 677.0 ant 10 missing vert 0.0
Step 364/10000 best energy 705.0 ant 15 missing vert 0.0
Step 365/10000 best energy 713.0 ant 25 missing vert 0.0
Step 366/10000 best energy 668.0 ant 18 missing vert 0.0
Step 367/10000 best energy 732.0 ant 6 missing vert 0.0
Step 368/10000 best energy 719.0 ant 10 missing vert 0.0
Step 369/10000 best energy 694.0 ant 27 missing vert 0.0
Step 370/10000 best energy 666.0 ant 0 missing vert 0.0
Step 371/10000 best energy 687.0 ant 6 missing vert 0.0
Step 372/10000 best energy 613.0 ant 21 missing vert 0.0
Step 373/10000 best energy 678.0 ant 27 missing vert 0.0
Step 374/10000 best energy 725.0 ant 0 missing vert 0.0
Step 375/10000 best energy 708.0 ant 1 missing vert 0.0
Step 376/10000 best energy 738.0 ant 30 missing vert 0.0
Step 377/10000 best energy 730.0 ant 0 missing vert 0.0
Step 378/10000 best energy 716.0 ant 29 missing vert 0.0
Step 379/10000 best energy 673.0 ant 1 missing vert 0.0
Step 380/10000 best energy 697.0 ant 6 missing vert 0.0
Step 381/10000 best energy 670.0 ant 16 missing vert 0.0
Step 382/10000 best energy 678.0 ant 18 missing vert 0.0
Step 383/10000 best energy 721.0 ant 11 missing vert 0.0
Step 384/10000 best energy 689.0 ant 3 missing vert 0.0
Step 385/10000 best energy 661.0 ant 1 missing vert 0.0
Step 386/10000 best energy 708.0 ant 7 missing vert 0.0
Step 387/10000 best energy 626.0 ant 15 missing vert 0.0
Step 388/10000 best energy 744.0 ant 17 missing vert 0.0
Step 389/10000 best energy 736.0 ant 5 missing vert 0.0
Step 390/10000 best energy 715.0 ant 6 missing vert 0.0
Step 391/10000 best energy 696.0 ant 11 missing vert 0.0
Step 392/10000 best energy 701.0 ant 21 missing vert 0.0
Step 393/10000 best energy 692.0 ant 21 missing vert 0.0
Step 394/10000 best energy 669.0 ant 7 missing vert 0.0
Step 395/10000 best energy 647.0 ant 14 missing vert 0.0
Step 396/10000 best energy 686.0 ant 14 missing vert 0.0
Step 397/10000 best energy 690.0 ant 0 missing vert 0.0
Step 398/10000 best energy 672.0 ant 23 missing vert 0.0
Step 399/10000 best energy 688.0 ant 22 missing vert 0.0
Step 400/10000 best energy 671.0 ant 6 missing vert 0.0
Step 401/10000 best energy 709.0 ant 22 missing vert 0.0
Step 402/10000 best energy 760.0 ant 9 missing vert 0.0
Step 403/10000 best energy 679.0 ant 23 missing vert 0.0
Step 404/10000 best energy 705.0 ant 31 missing vert 0.0
Step 405/10000 best energy 698.0 ant 2 missing vert 0.0
Step 406/10000 best energy 669.0 ant 15 missing vert 0.0
Step 407/10000 best energy 730.0 ant 10 missing vert 0.0
Step 408/10000 best energy 656.0 ant 3 missing vert 0.0
Step 409/10000 best energy 691.0 ant 29 missing vert 0.0
Step 410/10000 best energy 735.0 ant 10 missing vert 0.0
Step 411/10000 best energy 655.0 ant 14 missing vert 0.0
Step 412/10000 best energy 683.0 ant 0 missing vert 0.0
Step 413/10000 best energy 707.0 ant 22 missing vert 0.0
Step 414/10000 best energy 654.0 ant 26 missing vert 0.0
Step 415/10000 best energy 712.0 ant 9 missing vert 0.0
Step 416/10000 best energy 749.0 ant 8 missing vert 0.0
Step 417/10000 best energy 679.0 ant 30 missing vert 0.0
Step 418/10000 best energy 713.0 ant 18 missing vert 0.0
Step 419/10000 best energy 706.0 ant 21 missing vert 0.0
Step 420/10000 best energy 704.0 ant 23 missing vert 0.0
Step 421/10000 best energy 630.0 ant 31 missing vert 0.0
Step 422/10000 best energy 714.0 ant 14 missing vert 0.0
Step 423/10000 best energy 696.0 ant 30 missing vert 0.0
Step 424/10000 best energy 682.0 ant 25 missing vert 0.0
Step 425/10000 best energy 719.0 ant 20 missing vert 0.0
Step 426/10000 best energy 665.0 ant 9 missing vert 0.0
Step 427/10000 best energy 686.0 ant 18 missing vert 0.0
Step 428/10000 best energy 700.0 ant 10 missing vert 0.0
Step 429/10000 best energy 661.0 ant 17 missing vert 0.0
Step 430/10000 best energy 705.0 ant 22 missing vert 0.0
Step 431/10000 best energy 699.0 ant 3 missing vert 0.0
Step 432/10000 best energy 678.0 ant 31 missing vert 0.0
Step 433/10000 best energy 693.0 ant 22 missing vert 0.0
Step 434/10000 best energy 687.0 ant 18 missing vert 0.0
Step 435/10000 best energy 634.0 ant 16 missing vert 0.0
Step 436/10000 best energy 665.0 ant 24 missing vert 0.0
Step 437/10000 best energy 694.0 ant 14 missing vert 0.0
Step 438/10000 best energy 694.0 ant 14 missing vert 0.0
Step 439/10000 best energy 723.0 ant 10 missing vert 0.0
Step 440/10000 best energy 669.0 ant 30 missing vert 0.0
Step 441/10000 best energy 713.0 ant 26 missing vert 0.0
Step 442/10000 best energy 694.0 ant 25 missing vert 0.0
