Reading in data from ../common/honeycomb.input
Number of particles: 192
Number of vertices: 3
xmin -10.455 xmax 9.225
ymin -13.58 ymax 9.7
Found 192 particles with maximum number of 3 vertices
Created simulation cell 19.68 by 23.28


Starting ACO with 32 ants 8 threads  alpha=1.0 beta=2.0 evap=0.9
Using Scaled Preprocessor
Step 189/200 best energy 535.967999999999 ant 1 missing vert 0.0
Step 190/200 best energy 535.967999999999 ant 2 missing vert 0.0
Step 191/200 best energy 542.4881999999991 ant 1 missing vert 0.0
Step 192/200 best energy 535.967999999999 ant 8 missing vert 0.0
Step 193/200 best energy 535.967999999999 ant 31 missing vert 0.0
Step 194/200 best energy 535.967999999999 ant 11 missing vert 0.0
Step 195/200 best energy 535.967999999999 ant 13 missing vert 0.0
Step 196/200 best energy 535.967999999999 ant 8 missing vert 0.0
Step 197/200 best energy 535.967999999999 ant 4 missing vert 0.0
Step 198/200 best energy 542.9543999999989 ant 8 missing vert 0.0
Step 199/200 best energy 535.967999999999 ant 3 missing vert 0.0
Step 200/200 best energy 535.967999999999 ant 9 missing vert 0.0
Writing output...
ACO Done ... overall best energy 535.967999999999
